Gene Name,Uniprot,Protein Name,Modification Type,Cell Line,Regulation,Combination Treatment,Duration,# Curves,Max -Log10(EC50),Max Fold Change,Max R²,Min -Log10(EC50),Min Fold Change,Min R²,Average -Log10(EC50),Average Fold Change,Average R²,Median -Log10(EC50),Median Fold Change,Median R²,-Log10(EC50) Standard Dev.,Fold Change Standard Dev.,R² Standard Dev.
RAB11FIP5,Q9BXF6,Rab11 family-interacting protein 5,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,9.239076941151088,0.373752253529343,0.941436159286905,9.239076941151088,0.373752253529343,0.941436159286905,9.239076941151088,0.373752253529343,0.941436159286905,9.239076941151088,0.373752253529343,0.941436159286905,0,0,0
HIVEP1,P15822,Zinc finger protein 40,Phospho,A549,up,None,30 min,1,1.5228787452803374,2.13636218264355,0.848659017800874,1.5228787452803374,2.13636218264355,0.848659017800874,1.5228787452803374,2.13636218264355,0.848659017800874,1.5228787452803374,2.13636218264355,0.848659017800874,0,0,0
LMNA,P02545|P02545-2|P02545-3,"Prelamin-A/C, Isoform C of Prelamin-A/C, Isoform ADelta10 of Prelamin-A/C",Phospho,A549,down,None,30 min,4,7.532387846273029,0.38824038390595,0.875998497924931,5.735642400705955,0.174939183494293,0.723900043113022,6.377842168890478,0.3111928084929468,0.7844079412400577,6.1216692142914635,0.340795833285772,0.7688666119611389,0.7986055200796949,0.09836722395070806,0.06842853957753034
KIF4A,O95239|O95239-2,"Chromosome-associated kinesin KIF4A, Isoform 2 of Chromosome-associated kinesin KIF4A",Phospho,A549,down,MK-2206 1:0.3333,30 min,3,7.602247029898135,0.288315983193435,0.990075441792377,7.3886755286656935,0.193131966202464,0.894839485415502,7.496612650979531,0.23447441163274865,0.9502941652434133,7.498915394374765,0.221975285502347,0.965967568522361,0.10680437025247567,0.04880748291145663,0.04951478086907896
CIC,Q96RK0,Protein capicua homolog,Phospho,A549,down,MK-2206 1:0.3333,30 min,2,8.966845310480426,0.251454496770928,0.985705631112569,8.868494186767409,0.160178254739792,0.980633995546337,8.917669748623918,0.20581637575536,0.9831698133294531,8.917669748623918,0.20581637575536,0.9831698133294531,0.06954474651479124,0.06454204970144085,0.0035861879005895008
MLPH,Q9BV36,"Isoform 2 of Melanophilin, Isoform 3 of Melanophilin",Phospho,A549,down,MK-2206 1:2,30 min,2,7.471190686310517,0.424612761428526,0.997110961726522,7.192051693645841,0.313640719165134,0.943779072214286,7.331621189978179,0.36912674029683,0.970445016970404,7.331621189978179,0.36912674029683,0.970445016970404,0.19738107460677398,0.07846908360656463,0.03771134072759375
MLPH,Q9BV36,"Isoform 2 of Melanophilin, Isoform 3 of Melanophilin",Phospho,A549,down,MK-2206 1:0.3333,30 min,3,8.117603534001969,0.374388410886843,0.984423056582752,7.87539666049958,0.205666638967456,0.95302127264058,7.95662357522728,0.30159328121443135,0.9648335974760007,7.87687053118029,0.324724793788995,0.95705646320467,0.13941468150457217,0.0867067427331624,0.01708452140955203
SIPA1L3,O60292,Signal-induced proliferation-associated 1-like protein 3,Phospho,A549,down,MK-2206 1:2,30 min,2,7.69829199048876,0.39732339865906,0.979174433425179,7.214021241019573,0.304390708956452,0.915832465129261,7.456156615754166,0.350857053807756,0.94750344927722,7.456156615754166,0.350857053807756,0.94750344927722,0.34243113087995325,0.06571333508261938,0.04478953531574691
SIPA1L3,O60292,Signal-induced proliferation-associated 1-like protein 3,Phospho,A549,down,MK-2206 1:0.3333,30 min,3,7.9759125181665915,0.394742274866684,0.947833794615358,6.917557183097225,0.190095628702644,0.855567132961051,7.314606272323837,0.25837110311749534,0.9165555529825248,7.050349115707694,0.190275405783158,0.946265731371165,0.576543916310444,0.11810093328646774,0.05282333989934007
GSK3A,P49840,Glycogen synthase kinase-3 alpha,Phospho,A549,down,MK-2206 1:2,30 min,2,7.391095888656912,0.188548409402246,0.971036720377311,7.381485823269705,0.185687681116445,0.955840291617516,7.386290855963308,0.1871180452593455,0.9634385059974135,7.386290855963308,0.1871180452593455,0.9634385059974135,0.006795342402939952,0.0020228403700220357,0.010745497825869312
SPTBN1,Q01082-3,"Isoform 2 of Spectrin beta chain, brain 1",Phospho,A549,down,MK-2206 1:0.3333,30 min,1,9.142125199222054,0.495546851013044,0.962577177910443,9.142125199222054,0.495546851013044,0.962577177910443,9.142125199222054,0.495546851013044,0.962577177910443,9.142125199222054,0.495546851013044,0.962577177910443,0,0,0
SPTBN1,Q01082-3,"Isoform 2 of Spectrin beta chain, brain 1",Phospho,A549,down,MK-2206 1:2,30 min,1,7.953361457383613,0.432858509047558,0.993283347313214,7.953361457383613,0.432858509047558,0.993283347313214,7.953361457383613,0.432858509047558,0.993283347313214,7.953361457383613,0.432858509047558,0.993283347313214,0,0,0
KDM3B,Q7LBC6,Lysine-specific demethylase 3B,Phospho,A549,down,None,30 min,1,8.312770098460582,0.359839356084066,0.938435046007851,8.312770098460582,0.359839356084066,0.938435046007851,8.312770098460582,0.359839356084066,0.938435046007851,8.312770098460582,0.359839356084066,0.938435046007851,0,0,0
LARP1,Q6PKG0,La-related protein 1,Phospho,A549,down,MK-2206 1:0.3333,30 min,3,7.634423512264754,0.44727780378967,0.962457808118842,5.467499581207396,0.233987145605073,0.834864138396068,6.746490404791513,0.36136321848221364,0.8907606620003102,7.137548120902391,0.402824706051898,0.874960039486021,1.1351583298133614,0.11252785180044524,0.06524784205021948
PARD3,Q8TEW0|Q8TEW0-2|Q8TEW0-3|Q8TEW0-4|Q8TEW0-5|Q8TEW0-6|Q8TEW0-7,"Partitioning defective 3 homolog, Isoform 2 of Partitioning defective 3 homolog, Isoform 3 of Partitioning defective 3 homolog, Isoform 4 of Partitioning defective 3 homolog, Isoform 5 of Partitioning defective 3 homolog, Isoform 6 of Partitioning defective 3 homolog, Isoform 7 of Partitioning defective 3 homolog",Phospho,A549,down,MK-2206 1:2,30 min,2,7.36578228705555,0.471557630915764,0.976694740986148,7.1039005364750505,0.267084968954059,0.962497516685938,7.2348414117653,0.3693212999349115,0.969596128836043,7.2348414117653,0.3693212999349115,0.969596128836043,0.18517836170447546,0.14458400584038625,0.010038953576704911
GSK3B,P49841|P49841-2,"Glycogen synthase kinase-3 beta, Isoform 2 of Glycogen synthase kinase-3 beta",Phospho,A549,down,MK-2206 1:0.3333,30 min,1,7.0611461750622935,0.235184054831681,0.963424192899619,7.0611461750622935,0.235184054831681,0.963424192899619,7.0611461750622935,0.235184054831681,0.963424192899619,7.0611461750622935,0.235184054831681,0.963424192899619,0,0,0
GSK3B,P49841|P49841-2,"Glycogen synthase kinase-3 beta, Isoform 2 of Glycogen synthase kinase-3 beta",Phospho,A549,down,MK-2206 1:2,30 min,1,7.461369881730736,0.157430188138528,0.975432685831853,7.461369881730736,0.157430188138528,0.975432685831853,7.461369881730736,0.157430188138528,0.975432685831853,7.461369881730736,0.157430188138528,0.975432685831853,0,0,0
PLEC,Q15149|Q15149-2|Q15149-3|Q15149-4|Q15149-5|Q15149-6|Q15149-7|Q15149-8|Q15149-9,"Plectin, Isoform 2 of Plectin, Isoform 3 of Plectin, Isoform 4 of Plectin, Isoform 5 of Plectin, Isoform 6 of Plectin, Isoform 7 of Plectin, Isoform 8 of Plectin, Isoform 9 of Plectin",Phospho,A549,down,MK-2206 1:0.3333,30 min,7,9.333253193037004,0.481726721312093,0.991236502438144,6.86144551226998,0.252960135436577,0.939790177381467,7.320439617504213,0.3412272182730613,0.9798459227891979,7.014296476253862,0.303181264239826,0.985133824708234,0.8926753092599828,0.0895672306247623,0.018036228440248443
"GCOM2, POLR2M",Q9BZD3|P0CAP2|P0CAP2-3,"Putative GRINL1B complex locus protein 2, DNA-directed RNA polymerase II subunit GRINL1A, Isoform 3 of DNA-directed RNA polymerase II subunit GRINL1A",Phospho,A549,down,MK-2206 1:2,30 min,1,8.170341718936985,0.235077308139408,0.898714650284407,8.170341718936985,0.235077308139408,0.898714650284407,8.170341718936985,0.235077308139408,0.898714650284407,8.170341718936985,0.235077308139408,0.898714650284407,0,0,0
NHSL1,Q5SYE7|Q5SYE7-2,"NHS-like protein 1, Isoform 2 of NHS-like protein 1",Phospho,A549,up,None,30 min,1,8.122453360909383,2.05693442034677,0.739043169571733,8.122453360909383,2.05693442034677,0.739043169571733,8.122453360909383,2.05693442034677,0.739043169571733,8.122453360909383,2.05693442034677,0.739043169571733,0,0,0
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK,Phospho,A549,down,MK-2206 1:2,30 min,1,8.2867476938926,0.308859783453038,0.995881239391942,8.2867476938926,0.308859783453038,0.995881239391942,8.2867476938926,0.308859783453038,0.995881239391942,8.2867476938926,0.308859783453038,0.995881239391942,0,0,0
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,9.25902793596141,0.326910522030496,0.975614250988444,9.25902793596141,0.326910522030496,0.975614250988444,9.25902793596141,0.326910522030496,0.975614250988444,9.25902793596141,0.326910522030496,0.975614250988444,0,0,0
MICAL3,Q7RTP6|Q7RTP6-2|Q7RTP6-3|Q7RTP6-4|Q7RTP6-5,"Protein-methionine sulfoxide oxidase MICAL3, Isoform 2 of Protein-methionine sulfoxide oxidase MICAL3, Isoform 3 of Protein-methionine sulfoxide oxidase MICAL3, Isoform 4 of Protein-methionine sulfoxide oxidase MICAL3, Isoform 5 of Protein-methionine sulfoxide oxidase MICAL3",Phospho,A549,down,MK-2206 1:2,30 min,1,8.152030918268872,0.382879908173854,0.997040437224245,8.152030918268872,0.382879908173854,0.997040437224245,8.152030918268872,0.382879908173854,0.997040437224245,8.152030918268872,0.382879908173854,0.997040437224245,0,0,0
NCBP1,Q09161,Nuclear cap-binding protein subunit 1,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,9.187307723950731,0.454520150045023,0.906687864920701,9.187307723950731,0.454520150045023,0.906687864920701,9.187307723950731,0.454520150045023,0.906687864920701,9.187307723950731,0.454520150045023,0.906687864920701,0,0,0
TPR,P12270,Nucleoprotein TPR,Phospho,A549,down,MK-2206 1:0.3333,30 min,2,9.224278293288744,0.391693102347345,0.887973058651539,8.988822762197573,0.389028540678482,0.823770792683076,9.10655052774316,0.3903608215129135,0.8558719256673075,9.10655052774316,0.3903608215129135,0.8558719256673075,0.16649220270244638,0.0018841296249427534,0.045397857633842464
TPR,P12270,Nucleoprotein TPR,Phospho,A549,down,MK-2206 1:2,30 min,2,8.523288535476832,0.473594494454373,0.989301927585281,8.342913434400572,0.403822177023578,0.970861303884903,8.4331009849387,0.4387083357389755,0.980081615735092,8.4331009849387,0.4387083357389755,0.980081615735092,0.12754445712823298,0.04933647879441552,0.013039490067846665
TBC1D5,Q92609,TBC1 domain family member 5,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,6.156342131109858,0.429123364482179,0.978683120889538,6.156342131109858,0.429123364482179,0.978683120889538,6.156342131109858,0.429123364482179,0.978683120889538,6.156342131109858,0.429123364482179,0.978683120889538,0,0,0
IRS1,P35568,Insulin receptor substrate 1,Phospho,A549,up,MK-2206 1:0.3333,30 min,2,7.802244908030279,2.60253209581207,0.867990511083674,7.7958114546175885,2.25528580523808,0.765413753109322,7.7990281813239335,2.428908950525075,0.816702132096498,7.7990281813239335,2.428908950525075,0.816702132096498,0.004549138534561129,0.2455402068067426,0.07253272115579552
ARNT,P27540|P27540-3,"Aryl hydrocarbon receptor nuclear translocator, Isoform 3 of Aryl hydrocarbon receptor nuclear translocator",Phospho,A549,down,None,30 min,1,7.275370384859734,0.443042556038414,0.864708122908246,7.275370384859734,0.443042556038414,0.864708122908246,7.275370384859734,0.443042556038414,0.864708122908246,7.275370384859734,0.443042556038414,0.864708122908246,0,0,0
IWS1,Q96ST2|Q96ST2-2|Q96ST2-3,"Protein IWS1 homolog, Isoform 2 of Protein IWS1 homolog, Isoform 3 of Protein IWS1 homolog",Phospho,A549,down,MK-2206 1:0.3333,30 min,2,8.016886518007986,0.406761230170917,0.988352599348453,7.163251956891672,0.248634531461327,0.944509165592074,7.590069237449829,0.327697880816122,0.9664308824702634,7.590069237449829,0.327697880816122,0.9664308824702634,0.6036107868205479,0.11181246094419316,0.03100198931963874
IWS1,Q96ST2|Q96ST2-2|Q96ST2-3,"Protein IWS1 homolog, Isoform 2 of Protein IWS1 homolog, Isoform 3 of Protein IWS1 homolog",Phospho,A549,down,MK-2206 1:2,30 min,1,7.846032095341147,0.380732011168732,0.977722349647372,7.846032095341147,0.380732011168732,0.977722349647372,7.846032095341147,0.380732011168732,0.977722349647372,7.846032095341147,0.380732011168732,0.977722349647372,0,0,0
METTL1,Q9UBP6,tRNA (guanine-N(7)-)-methyltransferase,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,6.941338557367797,0.486104864254738,0.883441326835466,6.941338557367797,0.486104864254738,0.883441326835466,6.941338557367797,0.486104864254738,0.883441326835466,6.941338557367797,0.486104864254738,0.883441326835466,0,0,0
ZFP36L2,P47974,"Zinc finger protein 36, C3H1 type-like 2",Phospho,A549,down,MK-2206 1:0.3333,30 min,1,7.669193300683603,0.428032931867865,0.932849866416034,7.669193300683603,0.428032931867865,0.932849866416034,7.669193300683603,0.428032931867865,0.932849866416034,7.669193300683603,0.428032931867865,0.932849866416034,0,0,0
EGFR,P00533,Epidermal growth factor receptor,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,5.659725885373109,0.470963434842526,0.842508042387461,5.659725885373109,0.470963434842526,0.842508042387461,5.659725885373109,0.470963434842526,0.842508042387461,5.659725885373109,0.470963434842526,0.842508042387461,0,0,0
BABAM1,Q9NWV8|Q9NWV8-3,"BRISC and BRCA1-A complex member 1, Isoform 3 of BRISC and BRCA1-A complex member 1",Phospho,A549,down,None,30 min,1,7.046211541079687,0.386566142959559,0.765068764772652,7.046211541079687,0.386566142959559,0.765068764772652,7.046211541079687,0.386566142959559,0.765068764772652,7.046211541079687,0.386566142959559,0.765068764772652,0,0,0
PLEC,Q15149|Q15149-2|Q15149-3|Q15149-4|Q15149-5|Q15149-6|Q15149-7|Q15149-8|Q15149-9,"Plectin, Isoform 2 of Plectin, Isoform 3 of Plectin, Isoform 4 of Plectin, Isoform 5 of Plectin, Isoform 6 of Plectin, Isoform 7 of Plectin, Isoform 8 of Plectin, Isoform 9 of Plectin",Phospho,A549,up,MK-2206 1:0.3333,30 min,4,7.531256459893428,2.6201770701165,0.963001252081797,2.3203919711927425,2.03014337746117,0.903278049402333,5.957613011583049,2.327155795106993,0.9274934272095723,6.989401807623012,2.32915136642515,0.9218472036770795,2.4517162943621664,0.2796449166023324,0.02639798231330309
TSC22D4,Q9Y3Q8,TSC22 domain family protein 4,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,8.789383790969334,0.422086099249252,0.805420077797516,8.789383790969334,0.422086099249252,0.805420077797516,8.789383790969334,0.422086099249252,0.805420077797516,8.789383790969334,0.422086099249252,0.805420077797516,0,0,0
AKT1S1,Q96B36|Q96B36-2,"Proline-rich AKT1 substrate 1, Isoform 2 of Proline-rich AKT1 substrate 1",Phospho,A549,down,MK-2206 1:0.3333,30 min,3,7.180799633828954,0.313463177749171,0.922656389589292,6.614928876301805,0.014661471857149,0.903450048480552,6.984580519941311,0.119995202248324,0.911830007291957,7.158013049693173,0.031860957138652,0.909383583806027,0.3203303924671919,0.16776873585917135,0.009834105226236949
ERF,P50548,ETS domain-containing transcription factor ERF,Phospho,A549,down,MK-2206 1:2,30 min,4,7.276596612913917,0.445574134362712,0.984400870338011,6.961684414425458,0,0.927091935953434,7.122875879134489,0.24075981587422,0.950272615405124,7.1266112445992915,0.258732564567084,0.9447988276645255,0.13171540856498493,0.18479971361312397,0.02469598156872176
ERF,P50548,ETS domain-containing transcription factor ERF,Phospho,A549,down,MK-2206 1:0.3333,30 min,3,8.905661068642926,0.399155111030818,0.963626072625682,8.299624514274747,0.247547868701762,0.884211526832719,8.551174869250616,0.31285861601730736,0.931739047146304,8.448239024834173,0.291872868319342,0.947379541980511,0.3158590150002184,0.07795184530520924,0.041953978713225766
RGNEF,Q8N1W1|Q8N1W1-2|Q8N1W1-3|Q8N1W1-4,"Rho-guanine nucleotide exchange factor, Isoform 2 of Rho-guanine nucleotide exchange factor, Isoform 3 of Rho-guanine nucleotide exchange factor, Isoform 4 of Rho-guanine nucleotide exchange factor",Phospho,A549,down,MK-2206 1:0.3333,30 min,1,7.294168943736999,0.433301544618434,0.956139196542883,7.294168943736999,0.433301544618434,0.956139196542883,7.294168943736999,0.433301544618434,0.956139196542883,7.294168943736999,0.433301544618434,0.956139196542883,0,0,0
TBC1D4,O60343|O60343-2|O60343-3,"TBC1 domain family member 4, Isoform 2 of TBC1 domain family member 4, Isoform 3 of TBC1 domain family member 4",Phospho,A549,down,MK-2206 1:2,30 min,4,8.317137483317444,0.446269311382017,0.992217886547171,7.192055448064724,0.314066019513511,0.953801836078053,7.680488772677524,0.36520391469536273,0.9764375595871547,7.606381079663963,0.35024016394296154,0.9798652578616975,0.5549143798520048,0.056675914843184995,0.01655868303147665
TBC1D4,O60343|O60343-2|O60343-3,"TBC1 domain family member 4, Isoform 2 of TBC1 domain family member 4, Isoform 3 of TBC1 domain family member 4",Phospho,A549,down,MK-2206 1:0.3333,30 min,2,9.005235284062623,0.452658474620689,0.965660761186274,6.942973323488776,0.315724346585563,0.838422845701959,7.974104303775699,0.384191410603126,0.9020418034441164,7.974104303775699,0.384191410603126,0.9020418034441164,1.458239416904832,0.09682705050950455,0.08997079286299996
GOLGA4,Q13439|Q13439-3|Q13439-4,"Golgin subfamily A member 4, Isoform 3 of Golgin subfamily A member 4, Isoform 4 of Golgin subfamily A member 4",Phospho,A549,down,MK-2206 1:0.3333,30 min,2,7.444266277443342,0.481588794224404,0.965744887843284,7.069525741323639,0.457083773870575,0.954641883061421,7.256896009383491,0.4693362840474895,0.9601933854523526,7.256896009383491,0.4693362840474895,0.9601933854523526,0.264981574275724,0.017327666065306824,0.007851009972802102
GOLGA4,Q13439|Q13439-3|Q13439-4,"Golgin subfamily A member 4, Isoform 3 of Golgin subfamily A member 4, Isoform 4 of Golgin subfamily A member 4",Phospho,A549,down,MK-2206 1:2,30 min,2,7.415621625971717,0.30423547776696,0.995766362974511,7.236761153520803,0.298125088862411,0.982156018874831,7.32619138974626,0.3011802833146855,0.9889611909246709,7.32619138974626,0.3011802833146855,0.9889611909246709,0.1264734529562711,0.0043206974300936665,0.00962396660716607
ZNRF2,Q8NHG8,E3 ubiquitin-protein ligase ZNRF2,Phospho,A549,down,MK-2206 1:2,30 min,2,7.1015513167674715,0.249162675016589,0.982357164710763,6.74121966419927,0.213124266594402,0.961601753854681,6.92138549048337,0.23114347080549552,0.971979459282722,6.92138549048337,0.23114347080549552,0.971979459282722,0.25479295500713073,0.025483002978498804,0.014676291762648399
ZNRF2,Q8NHG8,E3 ubiquitin-protein ligase ZNRF2,Phospho,A549,down,MK-2206 1:0.3333,30 min,2,6.620917749196224,0.390216157129427,0.971379518276199,6.485192676015516,0.309745618071063,0.945797372271572,6.553055212605869,0.349980887600245,0.9585884452738855,6.553055212605869,0.349980887600245,0.9585884452738855,0.09597211962311844,0.05690126385390611,0.01808930891717601
PDCD4,Q53EL6,Programmed cell death protein 4,Phospho,A549,down,MK-2206 1:2,30 min,2,7.7656970034937345,0.23029959304354,0.994786016222676,7.657158262697996,0.224186441352601,0.979991802094757,7.711427633095865,0.2272430171980705,0.9873889091587165,7.711427633095865,0.2272430171980705,0.9873889091587165,0.07674847963811586,0.004322651015084985,0.010461089132177415
PPIG,Q13427,Peptidyl-prolyl cis-trans isomerase G,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,5.670721049907291,0.354076722510732,0.887601564479607,5.670721049907291,0.354076722510732,0.887601564479607,5.670721049907291,0.354076722510732,0.887601564479607,5.670721049907291,0.354076722510732,0.887601564479607,0,0,0
TBC1D4,O60343-2,Isoform 2 of TBC1 domain family member 4,Phospho,A549,down,None,30 min,1,7.528208462631191,0.278948688867474,0.716874579266678,7.528208462631191,0.278948688867474,0.716874579266678,7.528208462631191,0.278948688867474,0.716874579266678,7.528208462631191,0.278948688867474,0.716874579266678,0,0,0
ABI1,Q8IZP0|Q8IZP0-10|Q8IZP0-11|Q8IZP0-2|Q8IZP0-3|Q8IZP0-4|Q8IZP0-5|Q8IZP0-6|Q8IZP0-7|Q8IZP0-8|Q8IZP0-9,"Abl interactor 1, Isoform 10 of Abl interactor 1, Isoform 11 of Abl interactor 1, Isoform 2 of Abl interactor 1, Isoform 3 of Abl interactor 1, Isoform 4 of Abl interactor 1, Isoform 5 of Abl interactor 1, Isoform 6 of Abl interactor 1, Isoform 7 of Abl interactor 1, Isoform 8 of Abl interactor 1, Isoform 9 of Abl interactor 1",Phospho,A549,down,None,30 min,2,7.5005744243221395,0.344846082319191,0.929211291778867,7.439827879679294,0.323010299557996,0.899850408693755,7.470201152000717,0.3339281909385935,0.914530850236311,7.470201152000717,0.3339281909385935,0.914530850236311,0.04295429365060705,0.015440230062957316,0.020761279531108078
PLEC,Q15149|Q15149-2|Q15149-3|Q15149-4|Q15149-5|Q15149-6|Q15149-7|Q15149-8|Q15149-9,"Plectin, Isoform 2 of Plectin, Isoform 3 of Plectin, Isoform 4 of Plectin, Isoform 5 of Plectin, Isoform 6 of Plectin, Isoform 7 of Plectin, Isoform 8 of Plectin, Isoform 9 of Plectin",Phospho,A549,down,MK-2206 1:2,30 min,7,7.344775751487306,0.378929052556261,0.993745815017804,6.930587873708257,0.116119867158731,0.975471995100795,7.143114415017428,0.24351124169932573,0.9882287782488594,7.16016953323616,0.213583724417917,0.991335559930302,0.12609515657997405,0.09400034739766126,0.007106339356935104
MAPK1,P28482,Mitogen-activated protein kinase 1,Phospho,A549,down,MK-2206 1:0.3333,30 min,1,8.996602130146993,0.277107013393664,0.901067140674514,8.996602130146993,0.277107013393664,0.901067140674514,8.996602130146993,0.277107013393664,0.901067140674514,8.996602130146993,0.277107013393664,0.901067140674514,0,0,0
MAPK1,P28482,Mitogen-activated protein kinase 1,Phospho,A549,down,None,30 min,2,8.23611734974668,0.0667608117513802,0.997836598515105,8.233658456702768,0.0410362470701548,0.993775437469831,8.234887903224724,0.0538985294107675,0.9958060179924679,8.234887903224724,0.0538985294107675,0.9958060179924679,0.0017386999455622943,0.01819001412916644,0.002871674514603844
GTF2F1,P35269,General transcription factor IIF subunit 1,Phospho,A549,up,MK-2206 1:0.3333,30 min,2,7.06942122352865,2.59150210215658,0.959182984701557,6.99137214590115,2.24111925243758,0.921316526028447,7.0303966847148995,2.41631067729708,0.940249755365002,7.0303966847148995,2.41631067729708,0.940249755365002,0.0551890320557602,0.24775808904777175,0.0267756297072762
GTF2F1,P35269,General transcription factor IIF subunit 1,Phospho,A549,up,MK-2206 1:2,30 min,2,7.259437206805619,2.5856582431579,0.929226117230735,2.0000000000000018,2.01320748117208,0.882683201843955,4.629718603402811,2.29943286216499,0.905954659537345,4.629718603402811,2.29943286216499,0.905954659537345,3.7189837141570865,0.4047838156955797,0.03291081108618385
