Gene Name,Uniprot,Protein Name,Modification Type,Cell Line,Regulation,Combination Treatment,Duration,# Curves,Max -Log10(EC50),Max Fold Change,Max R²,Min -Log10(EC50),Min Fold Change,Min R²,Average -Log10(EC50),Average Fold Change,Average R²,Median -Log10(EC50),Median Fold Change,Median R²,-Log10(EC50) Standard Dev.,Fold Change Standard Dev.,R² Standard Dev.
FAM63A,Q8N5J2|Q8N5J2-3,"Protein FAM63A, Isoform 3 of Protein FAM63A",Phospho,PC9,down,Lapatinib 1:1,30 min,1,6.577137201326426,0.383325749914587,0.955851980192959,6.577137201326426,0.383325749914587,0.955851980192959,6.577137201326426,0.383325749914587,0.955851980192959,6.577137201326426,0.383325749914587,0.955851980192959,0,0,0
PTPN23,Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.162957399212478,0.365382761671087,0.828524195336436,5.162957399212478,0.365382761671087,0.828524195336436,5.162957399212478,0.365382761671087,0.828524195336436,5.162957399212478,0.365382761671087,0.828524195336436,0,0,0
RANBP3,Q9H6Z4|Q9H6Z4-2|Q9H6Z4-3,"Ran-binding protein 3, Isoform 2 of Ran-binding protein 3, Isoform 3 of Ran-binding protein 3",Phospho,PC9,down,Lapatinib 1:1,30 min,1,6.677763193443593,0.480035123102345,0.969314403960064,6.677763193443593,0.480035123102345,0.969314403960064,6.677763193443593,0.480035123102345,0.969314403960064,6.677763193443593,0.480035123102345,0.969314403960064,0,0,0
BAIAP2,Q9UQB8|Q9UQB8-2|Q9UQB8-3|Q9UQB8-4|Q9UQB8-5|Q9UQB8-6,"Brain-specific angiogenesis inhibitor 1-associated protein 2, Isoform 2 of Brain-specific angiogenesis inhibitor 1-associated protein 2, Isoform 3 of Brain-specific angiogenesis inhibitor 1-associated protein 2, Isoform 4 of Brain-specific angiogenesis inhibitor 1-associated protein 2, Isoform 5 of Brain-specific angiogenesis inhibitor 1-associated protein 2, Isoform 6 of Brain-specific angiogenesis inhibitor 1-associated protein 2",Phospho,PC9,up,Lapatinib 1:1,30 min,1,1.5228787452803374,2.24092721135243,0.829943730712539,1.5228787452803374,2.24092721135243,0.829943730712539,1.5228787452803374,2.24092721135243,0.829943730712539,1.5228787452803374,2.24092721135243,0.829943730712539,0,0,0
MICALL1,Q8N3F8,MICAL-like protein 1,Phospho,PC9,down,None,30 min,4,5.4037665442485645,0.487932179176788,0.943036725032387,4.479370725450452,0.242533065621942,0.824194210656641,4.950620941394517,0.35416901955409974,0.87368905536274,4.959673247939524,0.3431054167088345,0.863762642880966,0.4803540929756353,0.12423737689309938,0.05892738082194709
CLASP1,Q7Z460|Q7Z460-2|Q7Z460-3,"CLIP-associating protein 1, Isoform 2 of CLIP-associating protein 1, Isoform 3 of CLIP-associating protein 1",Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.246615524832816,0,0.778401149374783,5.246615524832816,0,0.778401149374783,5.246615524832816,0,0.778401149374783,5.246615524832816,0,0.778401149374783,0,0,0
RNASEH1,O60930,Ribonuclease H1,Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.513573248319754,0.467678540140317,0.85302703103251,5.513573248319754,0.467678540140317,0.85302703103251,5.513573248319754,0.467678540140317,0.85302703103251,5.513573248319754,0.467678540140317,0.85302703103251,0,0,0
LRRC16A,Q5VZK9|Q5VZK9-2,"Leucine-rich repeat-containing protein 16A, Isoform 2 of Leucine-rich repeat-containing protein 16A",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.970949580144861,0.477538394171703,0.87059183483419,6.970949580144861,0.477538394171703,0.87059183483419,6.970949580144861,0.477538394171703,0.87059183483419,6.970949580144861,0.477538394171703,0.87059183483419,-1.9030899869919435,0,0
LMNA,P02545|P02545-2|P02545-3,"Prelamin-A/C, Isoform C of Prelamin-A/C, Isoform ADelta10 of Prelamin-A/C",Phospho,PC9,down,Lapatinib 1:1,30 min,2,5.231871240954758,0.389135651190326,0.880490748144712,5.13343441633512,0.0674982672978047,0.771176377571925,5.182652828644939,0.22831695924406537,0.8258335628583184,5.182652828644939,0.22831695924406537,0.8258335628583184,0.06960534620701683,0.22743197523350264,0.07729693271315677
FLNC,Q14315|Q14315-2,"Filamin-C, Isoform 2 of Filamin-C",Phospho,PC9,down,None,30 min,1,8.738280925104617,0.473361695205151,0.87514794471598,8.738280925104617,0.473361695205151,0.87514794471598,8.738280925104617,0.473361695205151,0.87514794471598,8.738280925104617,0.473361695205151,0.87514794471598,0,0,0
MAP4K3,Q8IVH8|Q8IVH8-2|Q8IVH8-3,"Mitogen-activated protein kinase kinase kinase kinase 3, Isoform 2 of Mitogen-activated protein kinase kinase kinase kinase 3, Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 3",Phospho,PC9,down,Lapatinib 1:1,30 min,1,4.71923094188029,0.426081010144528,0.928333886073896,4.71923094188029,0.426081010144528,0.928333886073896,4.71923094188029,0.426081010144528,0.928333886073896,4.71923094188029,0.426081010144528,0.928333886073896,0,0,0
SEC16A,O15027|O15027-2|O15027-3|O15027-4|O15027-5,"Protein transport protein Sec16A, Isoform 2 of Protein transport protein Sec16A, Isoform 3 of Protein transport protein Sec16A, Isoform 4 of Protein transport protein Sec16A, Isoform 5 of Protein transport protein Sec16A",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.481480895740315,0.478288151125238,0.942029202909394,6.481480895740315,0.478288151125238,0.942029202909394,6.481480895740315,0.478288151125238,0.942029202909394,6.481480895740315,0.478288151125238,0.942029202909394,-1.9030899869919435,0,0
REPS1,Q96D71|Q96D71-2|Q96D71-3,"RalBP1-associated Eps domain-containing protein 1, Isoform 2 of RalBP1-associated Eps domain-containing protein 1, Isoform 3 of RalBP1-associated Eps domain-containing protein 1",Phospho,PC9,down,None,30 min,3,5.287007240404201,0.448799114996044,0.908226113245856,4.79555444536067,0.219129260181643,0.791717348848055,5.096322893936475,0.366475330269459,0.8564740494468825,5.206406996044552,0.43149761563069,0.869478686246737,0.2635722758404818,0.12789833363971176,0.059333072388826055
BCL9,O00512,B-cell CLL/lymphoma 9 protein,Phospho,PC9,down,None,30 min,1,5.261510819678046,0.41797531504276,0.826802754126509,5.261510819678046,0.41797531504276,0.826802754126509,5.261510819678046,0.41797531504276,0.826802754126509,5.261510819678046,0.41797531504276,0.826802754126509,0,0,0
RPL13,P26373,60S ribosomal protein L13,Phospho,PC9,up,Gefitinib 1:0.0125,30 min,1,5.9090605452482565,2.1662052130951,0.845434356152464,5.9090605452482565,2.1662052130951,0.845434356152464,5.9090605452482565,2.1662052130951,0.845434356152464,5.9090605452482565,2.1662052130951,0.845434356152464,-1.9030899869919435,0,0
WWC2,Q6AWC2|Q6AWC2-2|Q6AWC2-3|Q6AWC2-4|Q6AWC2-6|Q6AWC2-7,"Protein WWC2, Isoform 2 of Protein WWC2, Isoform 3 of Protein WWC2, Isoform 4 of Protein WWC2, Isoform 6 of Protein WWC2, Isoform 7 of Protein WWC2",Phospho,PC9,up,None,30 min,1,8.285202003271396,2.28921629609718,0.860396956553793,8.285202003271396,2.28921629609718,0.860396956553793,8.285202003271396,2.28921629609718,0.860396956553793,8.285202003271396,2.28921629609718,0.860396956553793,0,0,0
MKL2,Q9ULH7|Q9ULH7-2|Q9ULH7-3|Q9ULH7-4,"MKL/myocardin-like protein 2, Isoform 2 of MKL/myocardin-like protein 2, Isoform 3 of MKL/myocardin-like protein 2, Isoform 4 of MKL/myocardin-like protein 2",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.7035593146902155,0.15878393973856,0.990691229668066,6.7035593146902155,0.15878393973856,0.990691229668066,6.7035593146902155,0.15878393973856,0.990691229668066,6.7035593146902155,0.15878393973856,0.990691229668066,-1.9030899869919435,0,0
ZNF316,A6NFI3,Zinc finger protein 316,Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.572837140666204,0.158108774524205,0.736563047632148,5.572837140666204,0.158108774524205,0.736563047632148,5.572837140666204,0.158108774524205,0.736563047632148,5.572837140666204,0.158108774524205,0.736563047632148,0,0,0
ARHGAP29,Q52LW3,Rho GTPase-activating protein 29,Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.170829944074698,0.4610686268245,0.7942521246216,5.170829944074698,0.4610686268245,0.7942521246216,5.170829944074698,0.4610686268245,0.7942521246216,5.170829944074698,0.4610686268245,0.7942521246216,0,0,0
ARHGAP29,Q52LW3,Rho GTPase-activating protein 29,Phospho,PC9,down,None,30 min,2,5.287970938622304,0.483385561986986,0.906360270052272,5.192691140365502,0.21049484307517,0.848984299747991,5.240331039493903,0.346940202531078,0.8776722849001315,5.240331039493903,0.346940202531078,0.8776722849001315,0.06737299145747096,0.19296287786541713,0.04057093767931515
CTNND1,O60716|O60716-10|O60716-11|O60716-12|O60716-13|O60716-14|O60716-15|O60716-16|O60716-17|O60716-18|O60716-19|O60716-2|O60716-20|O60716-21|O60716-22|O60716-23|O60716-24|O60716-25|O60716-26|O60716-27|O60716-28|O60716-29|O60716-3|O60716-30|O60716-31|O60716-32|O60716-4|O60716-5|O60716-6|O60716-7|O60716-8|O60716-9,"Catenin delta-1, Isoform 2AB of Catenin delta-1, Isoform 2AC of Catenin delta-1, Isoform 2BC of Catenin delta-1, Isoform 2A of Catenin delta-1, Isoform 2B of Catenin delta-1, Isoform 2C of Catenin delta-1, Isoform 2 of Catenin delta-1, Isoform 3ABC of Catenin delta-1, Isoform 3AB of Catenin delta-1, Isoform 3AC of Catenin delta-1, Isoform 1AB of Catenin delta-1, Isoform 3BC of Catenin delta-1, Isoform 3A of Catenin delta-1, Isoform 3B of Catenin delta-1, Isoform 3C of Catenin delta-1, Isoform 3 of Catenin delta-1, Isoform 1AC of Catenin delta-1, Isoform 1BC of Catenin delta-1, Isoform 1A of Catenin delta-1, Isoform 1B of Catenin delta-1, Isoform 1C of Catenin delta-1, Isoform 1 of Catenin delta-1, Isoform 2ABC of Catenin delta-1",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,2,7.894032674842933,0.429844730941339,0.95351767765756,6.803162408918794,0.265098837049629,0.871326987079394,7.348597541880864,0.347471783995484,0.912422332368477,7.348597541880864,0.347471783995484,0.912422332368477,-1.131728224562213,0.11649293874346757,0.05811759465822644
GLIS3,Q8NEA6|Q8NEA6-2,"Zinc finger protein GLIS3, Isoform 2 of Zinc finger protein GLIS3",Phospho,PC9,down,None,30 min,1,5.245074778687974,0.353324139289154,0.846823914360581,5.245074778687974,0.353324139289154,0.846823914360581,5.245074778687974,0.353324139289154,0.846823914360581,5.245074778687974,0.353324139289154,0.846823914360581,0,0,0
SH3BP4,Q9P0V3|Q9P0V3-2,"SH3 domain-binding protein 4, Isoform 2 of SH3 domain-binding protein 4",Phospho,PC9,down,Lapatinib 1:1,30 min,1,5.004155754028635,0.284202916949654,0.70485006627023,5.004155754028635,0.284202916949654,0.70485006627023,5.004155754028635,0.284202916949654,0.70485006627023,5.004155754028635,0.284202916949654,0.70485006627023,0,0,0
SH3BP4,Q9P0V3|Q9P0V3-2,"SH3 domain-binding protein 4, Isoform 2 of SH3 domain-binding protein 4",Phospho,PC9,down,None,30 min,1,6.204744398478131,0.282407278632356,0.828382847232785,6.204744398478131,0.282407278632356,0.828382847232785,6.204744398478131,0.282407278632356,0.828382847232785,6.204744398478131,0.282407278632356,0.828382847232785,0,0,0
TAF3,Q5VWG9,Transcription initiation factor TFIID subunit 3,Phospho,PC9,down,Gefitinib 1:0.0125,30 min,2,6.816011630781038,0.21406178220516,0.984864631645501,6.677434265279095,0.158881539691888,0.958045737037782,6.746722948030065,0.18647166094852402,0.9714551843416415,6.746722948030065,0.18647166094852402,0.9714551843416415,-1.8051009921265535,0.03901832366865284,0.018963822241045456
TSC2,P49815|P49815-2|P49815-3|P49815-4|P49815-5|P49815-6,"Tuberin, Isoform 2 of Tuberin, Isoform 3 of Tuberin, Isoform 4 of Tuberin, Isoform 5 of Tuberin, Isoform 6 of Tuberin",Phospho,PC9,down,None,30 min,2,5.312832231406625,0.445303148577296,0.722383776078835,5.271027499246449,0.367157364082865,0.715203753005784,5.291929865326537,0.4062302563300805,0.7187937645423095,5.291929865326537,0.4062302563300805,0.7187937645423095,0.02956040959614811,0.05525741413715477,0.005077043004030228
ELK1,P19419,ETS domain-containing protein Elk-1,Phospho,PC9,up,Lapatinib 1:1,30 min,1,5.931961818725622,2.60807553299779,0.969751589039424,5.931961818725622,2.60807553299779,0.969751589039424,5.931961818725622,2.60807553299779,0.969751589039424,5.931961818725622,2.60807553299779,0.969751589039424,0,0,0
KIF4A,O95239|O95239-2,"Chromosome-associated kinesin KIF4A, Isoform 2 of Chromosome-associated kinesin KIF4A",Phospho,PC9,down,Lapatinib 1:1,30 min,2,6.914891874297243,0.429992460736341,0.976732297601128,6.67690499894305,0.4155152841197,0.970120407338985,6.7958984366201465,0.42275387242802054,0.9734263524700565,6.7958984366201465,0.42275387242802054,0.9734263524700565,0.1682821333963481,0.010236909758062188,0.0046753124408226415
SPTBN1,Q01082,"Isoform 2 of Spectrin beta chain, brain 1",Phospho,PC9,down,Lapatinib 1:1,30 min,2,6.7508142851583095,0.473197061884847,0.983459002279963,6.352345869474538,0.373966834722019,0.919610236433763,6.551580077316424,0.423581948303433,0.951534619356863,6.551580077316424,0.423581948303433,0.951534619356863,0.2817597188186547,0.07016636652551723,0.04514789530023999
SPTBN1,Q01082-3,"Isoform 2 of Spectrin beta chain, brain 1",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.926991364254205,0.273968983423127,0.996685952955463,6.926991364254205,0.273968983423127,0.996685952955463,6.926991364254205,0.273968983423127,0.996685952955463,6.926991364254205,0.273968983423127,0.996685952955463,-1.9030899869919435,0,0
CD44,P16070|P16070-10|P16070-11|P16070-12|P16070-13|P16070-14|P16070-16|P16070-17|P16070-18|P16070-3|P16070-4|P16070-5|P16070-6|P16070-7|P16070-8,"CD44 antigen, Isoform 10 of CD44 antigen, Isoform 11 of CD44 antigen, Isoform 12 of CD44 antigen, Isoform 13 of CD44 antigen, Isoform 14 of CD44 antigen, Isoform 16 of CD44 antigen, Isoform 17 of CD44 antigen, Isoform 18 of CD44 antigen, Isoform 3 of CD44 antigen, Isoform 4 of CD44 antigen, Isoform 5 of CD44 antigen, Isoform 6 of CD44 antigen, Isoform 7 of CD44 antigen, Isoform 8 of CD44 antigen",Phospho,PC9,up,None,30 min,1,5.436348967729377,2.13532031034229,0.7667616169052,5.436348967729377,2.13532031034229,0.7667616169052,5.436348967729377,2.13532031034229,0.7667616169052,5.436348967729377,2.13532031034229,0.7667616169052,0,0,0
GAB1,Q13480|Q13480-2,"GRB2-associated-binding protein 1, Isoform 2 of GRB2-associated-binding protein 1",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.728778333602577,0.105794822546121,0.994879556742297,6.728778333602577,0.105794822546121,0.994879556742297,6.728778333602577,0.105794822546121,0.994879556742297,6.728778333602577,0.105794822546121,0.994879556742297,-1.9030899869919435,0,0
CFL1,P23528,Cofilin-1,Phospho,PC9,up,Gefitinib 1:0.0125,30 min,2,5.876663095910858,2.30402035205357,0.870138739447434,5.865590756323104,2.20484978660038,0.856401629233701,5.871126926116981,2.254435069326975,0.8632701843405675,5.871126926116981,2.254435069326975,0.8632701843405675,-1.8952606605858424,0.07012417932605503,0.009713603786037646
BAG3,O95817,BAG family molecular chaperone regulator 3,Phospho,PC9,down,Lapatinib 1:1,30 min,2,5.04635306995311,0.482948837457064,0.938089880214669,4.855107269240216,0.43237865165938,0.905829427717214,4.950730169596663,0.457663744558222,0.9219596539659415,4.950730169596663,0.457663744558222,0.9219596539659415,0.13523120255753818,0.035758521303406,0.022811584725096937
GSK3B,P49841|P49841-2,"Glycogen synthase kinase-3 beta, Isoform 2 of Glycogen synthase kinase-3 beta",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.771240689677192,0.478868055512609,0.971340487020968,6.771240689677192,0.478868055512609,0.971340487020968,6.771240689677192,0.478868055512609,0.971340487020968,6.771240689677192,0.478868055512609,0.971340487020968,-1.9030899869919435,0,0
CIC,Q96RK0,Protein capicua homolog,Phospho,PC9,up,Lapatinib 1:1,30 min,2,6.821084081103808,3.62764637326627,0.983642974667837,6.399261998002622,2.40077910330767,0.913586310714362,6.6101730395532154,3.01421273828697,0.9486146426910995,6.6101730395532154,3.01421273828697,0.9486146426910995,0.29827325541508437,0.8675261662035526,0.04953754214880933
HUWE1,Q7Z6Z7|Q7Z6Z7-2|Q7Z6Z7-3,"E3 ubiquitin-protein ligase HUWE1, Isoform 2 of E3 ubiquitin-protein ligase HUWE1, Isoform 3 of E3 ubiquitin-protein ligase HUWE1",Phospho,PC9,down,Lapatinib 1:1,30 min,1,6.014031781576913,0.470674165119539,0.861914462717816,6.014031781576913,0.470674165119539,0.861914462717816,6.014031781576913,0.470674165119539,0.861914462717816,6.014031781576913,0.470674165119539,0.861914462717816,0,0,0
MAP2,P11137|P11137-3,"Microtubule-associated protein 2, Isoform 3 of Microtubule-associated protein 2",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,5.426496779978397,0.257495620720206,0.967748114049668,5.426496779978397,0.257495620720206,0.967748114049668,5.426496779978397,0.257495620720206,0.967748114049668,5.426496779978397,0.257495620720206,0.967748114049668,-1.9030899869919435,0,0
TPR,P12270,Nucleoprotein TPR,Phospho,PC9,down,Gefitinib 1:0.0125,30 min,4,6.815874275436828,0.485980428082816,0.978483907682626,6.672816094477902,0.120452534477762,0.956451864712889,6.724130829135369,0.2968140014523005,0.9688874860714105,6.703916473313374,0.29041152162431205,0.9703070859450635,-1.840078226204431,0.15163537744207536,0.009390215414302728
COBL,O75128|O75128-3|O75128-4|O75128-5|O75128-7,"Protein cordon-bleu, Isoform 3 of Protein cordon-bleu, Isoform 4 of Protein cordon-bleu, Isoform 5 of Protein cordon-bleu, Isoform 7 of Protein cordon-bleu",Phospho,PC9,down,None,30 min,2,5.3296043756354905,0.304015945070004,0.866846503631051,5.311835992163355,0.225390750496911,0.811298728083773,5.320720183899423,0.2647033477834575,0.839072615857412,5.320720183899423,0.2647033477834575,0.839072615857412,0.012564144443869432,0.05559640825474579,0.039278208769308535
LSR,Q86X29|Q86X29-2|Q86X29-3,"Lipolysis-stimulated lipoprotein receptor, Isoform 2 of Lipolysis-stimulated lipoprotein receptor, Isoform 3 of Lipolysis-stimulated lipoprotein receptor",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,2,5.2962160032992625,0.442353049616568,0.869572416270677,4.380219721503997,0.430649741012119,0.869218686702278,4.838217862401629,0.4365013953143435,0.8693955514864775,4.838217862401629,0.4365013953143435,0.8693955514864775,-1.2553828045928481,0.008275488876524769,0.00025012457652117656
TBC1D4,O60343|O60343-2|O60343-3,"TBC1 domain family member 4, Isoform 2 of TBC1 domain family member 4, Isoform 3 of TBC1 domain family member 4",Phospho,PC9,down,None,30 min,2,8.57785927740626,0.465437403291414,0.968119478748111,7.492353103827424,0.38655870183261,0.964647394346064,8.035106190616842,0.42599805256201195,0.9663834365470875,8.035106190616842,0.42599805256201195,0.9663834365470875,0.7675687763574564,0.055775664692709545,0.002455134425539507
NFATC2IP,Q8NCF5|Q8NCF5-2|Q8NCF5-3,"NFATC2-interacting protein, Isoform 2 of NFATC2-interacting protein, Isoform 3 of NFATC2-interacting protein",Phospho,PC9,down,None,30 min,1,5.299397753192303,0.298810685690278,0.71071163953594,5.299397753192303,0.298810685690278,0.71071163953594,5.299397753192303,0.298810685690278,0.71071163953594,5.299397753192303,0.298810685690278,0.71071163953594,0,0,0
"GCOM2, POLR2M",Q9BZD3|P0CAP2|P0CAP2-3,"Putative GRINL1B complex locus protein 2, DNA-directed RNA polymerase II subunit GRINL1A, Isoform 3 of DNA-directed RNA polymerase II subunit GRINL1A",Phospho,PC9,down,Lapatinib 1:1,30 min,1,6.672417342551096,0.109626408704564,0.934562472719688,6.672417342551096,0.109626408704564,0.934562472719688,6.672417342551096,0.109626408704564,0.934562472719688,6.672417342551096,0.109626408704564,0.934562472719688,0,0,0
ARHGEF2,Q92974|Q92974-2|Q92974-3,"Rho guanine nucleotide exchange factor 2, Isoform 2 of Rho guanine nucleotide exchange factor 2, Isoform 3 of Rho guanine nucleotide exchange factor 2",Phospho,PC9,up,Gefitinib 1:0.0125,30 min,2,1.0969100147506456,2.62821627077441,0.770495449127879,1.096910013008056,2.42857059567973,0.761783669330099,1.0969100138793506,2.52839343322707,0.766139559228989,1.0969100138793506,2.52839343322707,0.766139559228989,-1.9030899857597467,0.14117081069401446,0.006160158571214235
SRRM1,Q8IYB3|Q8IYB3-2,"Serine/arginine repetitive matrix protein 1, Isoform 2 of Serine/arginine repetitive matrix protein 1",Phospho,PC9,down,Lapatinib 1:1,30 min,1,4.9324016137544415,0.453088891342284,0.845591203110295,4.9324016137544415,0.453088891342284,0.845591203110295,4.9324016137544415,0.453088891342284,0.845591203110295,4.9324016137544415,0.453088891342284,0.845591203110295,0,0,0
NHSL1,Q5SYE7|Q5SYE7-2,"NHS-like protein 1, Isoform 2 of NHS-like protein 1",Phospho,PC9,down,Lapatinib 1:1,30 min,1,4.652928470353081,0.383017489224231,0.784837453402876,4.652928470353081,0.383017489224231,0.784837453402876,4.652928470353081,0.383017489224231,0.784837453402876,4.652928470353081,0.383017489224231,0.784837453402876,0,0,0
STMN1,P16949|P16949-2,"Stathmin, Isoform 2 of Stathmin",Phospho,PC9,down,Gefitinib 1:0.0125,30 min,1,6.872975825685291,0.468637218845303,0.979446706213389,6.872975825685291,0.468637218845303,0.979446706213389,6.872975825685291,0.468637218845303,0.979446706213389,6.872975825685291,0.468637218845303,0.979446706213389,-1.9030899869919435,0,0
